=== test_sub1  (test_acc=72.96%) ===
Epoch  Train_Loss  Train_Acc  Val_Loss   Val_Acc
   14      1.3948     99.97%    0.0011   100.00%
   15      1.3931     99.98%    0.0007   100.00%
   16      1.3915     99.98%    0.0007   100.00%
   17      1.3912     99.97%    0.0005   100.00%
   18      1.3906     99.98%    0.0005   100.00%
   19      1.3901     99.98%    0.0004   100.00%
   20      1.3894     99.99%    0.0003   100.00%
   21      1.3893     99.99%    0.0003   100.00%
   22      1.3887     99.99%    0.0003   100.00%
   23      1.3886     99.99%    0.0003   100.00%
   24      1.3887    100.00%    0.0002   100.00%
   25      1.3883    100.00%    0.0002   100.00%
   26      1.3883     99.99%    0.0002   100.00%
   27      1.3880    100.00%    0.0002   100.00%
   28      1.3882    100.00%    0.0002   100.00%
   29      1.3881     99.99%    0.0001   100.00%
   30      1.3878    100.00%    0.0001   100.00%
   31      1.3876    100.00%    0.0001   100.00%
   32      1.3875    100.00%    0.0001   100.00%
   33      1.3874    100.00%    0.0001   100.00%
   34      1.3874     99.99%    0.0001   100.00%
   35      1.3875     99.99%    0.0001   100.00%
   36      1.3873    100.00%    0.0001   100.00%
   37      1.3873    100.00%    0.0001   100.00%
   38      1.3873    100.00%    0.0001   100.00%
   39      1.3874     99.99%    0.0001   100.00%
   40      1.3873    100.00%    0.0001   100.00%
   41      1.3872    100.00%    0.0001   100.00%
   42      1.3872    100.00%    0.0001   100.00%
   43      1.3871    100.00%    0.0001   100.00%
   44      1.3871    100.00%    0.0001   100.00%
   45      1.3871     99.99%    0.0001   100.00%
   46      1.3871    100.00%    0.0001   100.00%
   47      1.3871    100.00%    0.0001   100.00%
   48      1.3871     99.99%    0.0001   100.00%
   49      1.3871    100.00%    0.0001   100.00%
   50      1.3872    100.00%    0.0001   100.00%

